Model,Year,HorsePower,Fuel,Mileage,Transmission,Price
BMW 320d Aut. Luxury Line Head Up GSD NAVI LED RFK,2017,140 kW (190 CP),Diesel,20700,automata,28.945 EUR (brut) 24.324 EUR (net)
BMW 730 Serie 7 g11/g12 Xdrive,2018,195 kW (265 CP),Diesel,20700,automata,62.500 EUR (brut)
BMW 318d Limousine Vorteil zur Neuwagen-UPE 19.710EU,2018,110 kW (150 CP),Diesel,20783,automata,33.090 EUR (brut) 27.807 EUR (net)
BMW 520i LuxuryLine NaviProf. HUD AHK Komforts. GSD,2018,135 kW (184 CP),Benzina,20800,automata,44.500 EUR (brut) 37.395 EUR (net)
BMW 318i Limousine Advantage HiFi LED Navi Bus. Shz,2018,100 kW (136 CP),Benzina,20900,manuala,26.980 EUR (brut) 22.672 EUR (net)
BMW 540 Sport-Line,2018,250 kW (340 CP),Benzina,20911,automata,44.900 EUR (brut)
BMW 540 d xDrive M Sport 19'' StandHZG DAP H/K SoftC,2018,235 kW (320 CP),Diesel,20976,automata,65.375 EUR (brut) 54.937 EUR (net)
BMW 320d Sport Line,2018,120 kW (163 CP),Diesel,21000,automata,24.990 EUR (brut)
BMW 330iAut Sportline*GSD*LED-Sw*Navi*Sp-Fwrk*18zoll,2018,185 kW (252 CP),Benzina,21000,manuala,31.799 EUR (brut) 26.722 EUR (net)
BMW 540i Aut.,2016,250 kW (340 CP),Benzina,21000,automata,45.000 EUR (brut)
BMW 520 da efficient dynamics,2018,140 kW (190 CP),Diesel,21000,automata,33.900 EUR (brut)
BMW 335d xDrive Aut.,2016,230 kW (313 CP),Diesel,21052,automata,31.990 EUR (brut)
BMW 740d xDrive ENTERTAINM./HAR-KAR/TV/DAB/D-ASSIST+,2017,235 kW (320 CP),Diesel,21071,automata,62.990 EUR (brut) 52.933 EUR (net)
BMW 318d Advantage Aut. Navi Business Klimaaut. PDC,2018,110 kW (150 CP),Diesel,21194,automata,27.900 EUR (brut) 23.445 EUR (net)
BMW 740Li xDrive Fond-TV Panorama Standheizung Laser,2018,240 kW (326 CP),Benzina,21270,automata,64.950 EUR (brut) 54.580 EUR (net)
BMW 740d xDrive ENTERTAINM./HAR-KAR/TV/DAB/D-ASSIST+,2017,235 kW (320 CP),Diesel,21288,automata,62.990 EUR (brut) 52.933 EUR (net)
BMW 730d M-Sportpaket INDIVIDUAL/NAVI/GSD/D-ASSIST,2018,195 kW (265 CP),Diesel,21305,automata,59.990 EUR (brut) 50.412 EUR (net)
BMW 530d Limousine M Sportpaket Gestiksteuerung DAB,2018,195 kW (265 CP),Diesel,21354,automata,60.780 EUR (brut) 51.076 EUR (net)
BMW 730d xDrive*PureExcl*BowersWilk*ToCom*Entertainm,2016,195 kW (265 CP),Diesel,21400,automata,55.900 EUR (brut) 46.975 EUR (net)
BMW 730d xDrive M-Sport LED/NAVI/S.CLOSE/ALARM/20-ZO,2018,195 kW (265 CP),Diesel,21463,automata,59.990 EUR (brut) 50.412 EUR (net)
BMW 520d Limousine M Sportpaket Head-Up HiFi LED,2018,140 kW (190 CP),Diesel,21466,automata,47.380 EUR (brut) 39.815 EUR (net)
BMW 520d Kamera Memory ActiveGuard Keyless Navi Prof,2017,140 kW (190 CP),Diesel,21477,automata,33.850 EUR (brut) 28.445 EUR (net)
BMW 540i xDrive M SPORT+PAKET+ACC+KOMFORT+5xKAM+GSD,2017,250 kW (340 CP),Benzina,21499,automata,46.900 EUR (brut) 39.412 EUR (net)
BMW 740i Navi GSD Gestik Ferngesteuertes Parken HUD,2018,240 kW (326 CP),Benzina,21520,automata,64.840 EUR (brut) 54.487 EUR (net)
"BMW 320i Aut.Lim.Sport Line,NP49249",2017,135 kW (184 CP),Benzina,21572,automata,32.989 EUR (brut)
"BMW 318i Aut. Advantage ""Navi"" Finanzierung ab 272‚¬",2017,100 kW (136 CP),Benzina,21600,automata,23.300 EUR (brut) 19.580 EUR (net)
"BMW 740i Limousine //Leas.ab EUR659,-inkl.*",2018,240 kW (326 CP),Benzina,21668,automata,63.970 EUR (brut) 53.756 EUR (net)
BMW 320i Gran Turismo Sport Line Aut Navi HUD Kamera,2018,135 kW (184 CP),Benzina,21700,automata,34.500 EUR (brut) 28.992 EUR (net)
BMW 750 LxD M-pakket 360 Kamera HuD Executive Pano,2017,294 kW (400 CP),Diesel,21700,automata,64.735 EUR (brut) 53.500 EUR (net)
BMW 750i xDr. HuD ACC Laser Standh. H&K,2018,330 kW (449 CP),Benzina,21700,automata,67.740 EUR (brut) 56.924 EUR (net)
BMW 530i Sport Line Aut. Leder Head-Up Navi LED PDC,2017,185 kW (252 CP),Benzina,21750,automata,40.690 EUR (brut) 34.193 EUR (net)
BMW 530d xDrive Sport-Aut. Luxury Line Leder-Beige,2018,195 kW (265 CP),Diesel,21759,automata,46.955 EUR (brut) 39.458 EUR (net)
BMW 750i xDrive Edition Exclusive VOLLAUSTATTUNG,2014,330 kW (449 CP),Benzina,21800,automata,27.499 EUR (brut)
BMW 320d xDrive Gran Turismo M Sportpaket Head-Up,2018,140 kW (190 CP),Diesel,21819,automata,39.890 EUR (brut) 33.521 EUR (net)
BMW 760Li M760LixDrive Fond Ent Experience SitzbelÃ¼f,2018,448 kW (609 CP),Benzina,21900,automata,96.900 EUR (brut) 81.429 EUR (net)
BMW 730d M-Sportpaket NAVI/FERN-PARKEN/S.CLOSE/19-ZO,2017,195 kW (265 CP),Diesel,21908,automata,54.990 EUR (brut) 46.210 EUR (net)
BMW 730 d xDrive G11 LCI SAG M-SPORT HUD KS SC 20Z,2018,195 kW (265 CP),Diesel,21947,automata,58.950 EUR (brut) 49.538 EUR (net)
BMW 730 d xDrive G11 LCI SAG M-SPORT HUD KS SC 20Z,2018,195 kW (265 CP),Diesel,21947,automata,56.950 EUR (brut) 47.857 EUR (net)
BMW 335i M-Paket HeadUp 4xSitzh. 360°-Kamera PDC,2013,225 kW (306 CP),Benzina,22000,automata,24.990 EUR (brut)
"BMW 530d xDrive Aut. °INDIVIDUAL 20""°STANDHEIZ°TV°",2017,195 kW (265 CP),Diesel,22000,automata,48.950 EUR (brut) 41.134 EUR (net)
"BMW 530d 20""LM/M-SPORT/HUD/LEDER/KOMFORTSI. 199‚¬ mtl",2013,190 kW (258 CP),Diesel,22000,automata,29.950 EUR (brut) 25.168 EUR (net)
BMW 730d Navi Leder 20 Zoll HUD Kamera Massag,2017,195 kW (265 CP),Diesel,22000,automata,51.900 EUR (brut)
BMW 730d xDrive LASER KAMERA NAVI HUD HGSD,2018,195 kW (265 CP),Diesel,22000,automata,58.900 EUR (brut) 49.496 EUR (net)
BMW 740i Limousine Ferngesteuertes Parken Head-Up,2018,240 kW (326 CP),Benzina,22029,automata,71.993 EUR (brut) 60.498 EUR (net)
BMW 730d xDrive ENTERTAINM./HAR-KAR/TV/DAB/D-ASSIST+,2017,195 kW (265 CP),Diesel,22047,automata,59.990 EUR (brut) 50.412 EUR (net)
BMW 320d xDrive Gran Turismo EURO6 Sportpaket Head-U,2018,140 kW (190 CP),Diesel,22055,automata,38.595 EUR (brut) 32.433 EUR (net)
BMW 730d xDrive ENTERTAINM./HAR-KAR/TV/DAB/D-ASSIST+,2017,195 kW (265 CP),Diesel,22118,automata,59.990 EUR (brut) 50.412 EUR (net)
BMW 730d xDrive RFK HUD RTTI NaviProf. HiFi Navi PDC,2017,195 kW (265 CP),Diesel,22199,automata,52.980 EUR (brut) 44.521 EUR (net)
BMW 540i xDrive Limousine Luxury Line Head-Up DAB,2017,250 kW (340 CP),Benzina,22260,automata,49.899 EUR (brut) 41.932 EUR (net)
BMW 330i Luxury Line LED HUD NAVI-PROF GLASDACH,2018,185 kW (252 CP),Benzina,22300,automata,33.900 EUR (brut) 28.487 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/SOFTCLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel,22314,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 730d/Exterieur Pure Excellence/Display/HU/SoftCl,2018,195 kW (265 CP),Diesel,22340,automata,49.690 EUR (brut) 41.756 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/SOFTCLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel,22368,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 750d xDrive StandHz.+Luftfd.+SoftC.UPE 131000EUR,2017,294 kW (400 CP),Diesel,22400,automata,62.990 EUR (brut) 52.933 EUR (net)
"BMW 320iA Sport Line Innovationsp.17"" Navi Leder LED",2018,135 kW (184 CP),Benzina,22435,automata,32.725 EUR (brut) 27.500 EUR (net)
BMW 318i M SPORTPAKET LIMOUSINE,2017,100 kW (136 CP),Benzina,22451,automata,27.990 EUR (brut)
BMW 750i xDrive M-Sport Laser Fond-Ent. Standhzg GSD,2018,330 kW (449 CP),Benzina,22500,automata,75.900 EUR (brut) 63.782 EUR (net)
BMW 340iAx UPE 68.200 Sport Line Navi Prof HeadUp SD,2018,240 kW (326 CP),Benzina,22600,automata,38.490 EUR (brut) 32.345 EUR (net)
"BMW 750i xDrive M Sport,FondEntert,Leas.o.Anz.777,-",2018,330 kW (449 CP),Benzina,22608,automata,76.850 EUR (brut) 64.580 EUR (net)
BMW 320 320i xDrive Luxury Line,2015,135 kW (184 CP),Benzina,22700,automata,18.900 EUR (brut)
BMW 530i Limousine,2018,185 kW (252 CP),Benzina,22793,automata,54.795 EUR (brut) 46.046 EUR (net)
BMW 530d Limousine Head-Up HiFi LED WLAN GSD AHK,2018,195 kW (265 CP),Diesel,22800,automata,48.840 EUR (brut) 41.042 EUR (net)
BMW 320dA-GT Luxury LED/NAVI/HAR-KAR/PANO/H-UP/19,2017,140 kW (190 CP),Diesel,22839,automata,29.990 EUR (brut) 25.202 EUR (net)
BMW 540i xDrive M Sport Aut.,2018,250 kW (340 CP),Benzina,22840,automata,59.990 EUR (brut) 49.992 EUR (net)
BMW 740i Leasing ab629 M-Sportpaket FondEnt. Standh.,2018,240 kW (326 CP),Benzina,22867,automata,66.666 EUR (brut) 56.022 EUR (net)
BMW 340 M Sport/Performance/Kamera/Keyless/H&K/,2016,240 kW (326 CP),Benzina,22888,manuala,34.500 EUR (brut)
BMW 730d G11 UMWELTPRÃ„MIE/TOP LEASING+FIN.,2018,195 kW (265 CP),Diesel,23000,automata,64.590 EUR (brut) 54.277 EUR (net)
BMW 530d xDrive Limo M Sport HUD DA+ Glasd. LED PA+,2018,195 kW (265 CP),Diesel,23028,automata,53.890 EUR (brut) 45.286 EUR (net)
BMW 740Ld xDrive GSD Standhzg Navi HUD TV Leder,2017,235 kW (320 CP),Diesel,23200,automata,66.990 EUR (brut) 56.294 EUR (net)
BMW 730d Aut. VOLL !!,2018,195 kW (265 CP),Diesel,23220,automata,59.390 EUR (brut) 49.492 EUR (net)
"BMW 540iA Sport FernP,KomSi,St+Go,Leas. o.Anz. 498,-",2018,250 kW (340 CP),Benzina,23351,automata,51.850 EUR (brut) 43.571 EUR (net)
BMW 320d NAVI-PROF SPEEDL KOMFZG XENON Xenon USB,2015,135 kW (184 CP),Diesel,23500,manuala,22.990 EUR (brut)
BMW 750i xDrive M Sportpaket SitzbelÃ¼ft Laser 20Zoll,2017,330 kW (449 CP),Benzina,23500,automata,76.489 EUR (brut) 64.276 EUR (net)
BMW 740i Limousine Gestiksteuerung Head-Up HiFi GSD,2015,240 kW (326 CP),Benzina,23500,automata,44.900 EUR (brut) 37.731 EUR (net)
BMW 750Ld xDrive/NightV/HeadUp/TV/B&O/DAB/SoftC,2014,280 kW (381 CP),Diesel,23500,automata,38.900 EUR (brut)
BMW 318i Limousine Advantage GSD Navi Bus. Tempomat,2016,100 kW (136 CP),Benzina,23589,automata,22.950 EUR (brut) 19.286 EUR (net)
BMW 330i M Sportpaket Individual Led Navi Leder Kam,2017,185 kW (252 CP),Benzina,23609,manuala,29.999 EUR (brut) 25.209 EUR (net)
BMW 530i Lim. Aut. Luxury Line Navi/HUD/LED/AHK,2018,185 kW (252 CP),Benzina,23678,automata,48.840 EUR (brut) 41.042 EUR (net)
BMW 320 Gran Turismo,2017,140 kW (190 CP),Diesel,23700,automata,28.000 EUR (brut)
BMW 320dA-GT xDrive Luxury LED/NAVI/HAR-KAR/PANO/19,2017,140 kW (190 CP),Diesel,23765,automata,32.990 EUR (brut) 27.723 EUR (net)
BMW 520 G30 LED LEDER NAV PROF Parkass CAM Lordos,2018,140 kW (190 CP),Diesel,23789,automata,34.950 EUR (brut) 29.370 EUR (net)
BMW 520 G30 LED LEDER NAV PROF Parkass CAM Lordos,2018,140 kW (190 CP),Diesel,23789,automata,34.950 EUR (brut) 29.370 EUR (net)
BMW 320dA-GT Luxury LED/NAVI/HAR-KAR/PANO/H-UP/19,2017,140 kW (190 CP),Diesel,23859,automata,29.990 EUR (brut) 25.202 EUR (net)
BMW 520d Limousine Sport Line HiFi LED Navi,2018,140 kW (190 CP),Diesel,23868,automata,42.380 EUR (brut) 35.613 EUR (net)
"BMW 750dxDrive""DRIVING""MassagS.Clos""H&K""LASER""KAMERA",2017,294 kW (400 CP),Diesel,23944,automata,64.500 EUR (brut) 54.202 EUR (net)
BMW 320d Aut. Sport Line 1.Hand Navi,2018,140 kW (190 CP),Diesel,24000,automata,28.900 EUR (brut) 24.286 EUR (net)
BMW 740Ld xDrive Pano Sky Lounge HUD*DVD*UPE140.018¤,2018,235 kW (320 CP),Diesel,24000,automata,67.900 EUR (brut) 57.059 EUR (net)
"BMW 520d Lim. M Sportpaket Leasing 36/10 444,- brutt",2018,140 kW (190 CP),Diesel,24065,automata,45.530 EUR (brut) 38.261 EUR (net)
BMW 730d xDrive M-Sport LED/NAVI/S.CLOSE/ALARM/20-ZO,2018,195 kW (265 CP),Diesel,24152,automata,59.990 EUR (brut) 50.412 EUR (net)
"BMW 740i Leas ab 629,- o.Anz. MSportpaket,Laserlicht",2018,240 kW (326 CP),Benzina,24175,automata,68.750 EUR (brut) 57.773 EUR (net)
BMW 520i Luxury Line Innovationsp. Navi Prof. Aut.,2018,135 kW (184 CP),Benzina,24200,automata,43.500 EUR (brut) 36.555 EUR (net)
BMW 750Ld xDrive Laser Executive Lounge Std- Heizung,2017,294 kW (400 CP),Diesel,24210,automata,67.700 EUR (brut) 56.891 EUR (net)
BMW 750d xDrive/HeadUp/SurView/Harman/Laser/SoftClos,2018,294 kW (400 CP),Diesel,24277,automata,68.999 EUR (brut) 57.982 EUR (net)
BMW 730dA Laserlicht - Leasing ab 569 EUR o.A. HUD,2018,195 kW (265 CP),Diesel,24287,automata,62.680 EUR (brut) 52.672 EUR (net)
BMW 730d xDrive M Sport SitzlÃ¼ft Parken 20Zoll Touch,2018,195 kW (265 CP),Diesel,24300,automata,68.489 EUR (brut) 57.554 EUR (net)
BMW 750i xDrive M Sportpaket Bluetooth HUD Navi PDC,2017,330 kW (449 CP),Benzina,24302,automata,84.900 EUR (brut) 71.345 EUR (net)
BMW 750Li xDrive SAG Navi TV Laser HUD WLAN Rkamera,2017,330 kW (449 CP),Benzina,24303,automata,69.990 EUR (brut) 58.815 EUR (net)
BMW 530d xDrive Limousine Sportpaket M Sportbr. DAB,2018,195 kW (265 CP),Diesel,24306,automata,60.799 EUR (brut) 51.092 EUR (net)
BMW 530D xDrive Aut. M-Sportpaket Navi LED,2018,195 kW (265 CP),Diesel,24362,automata,47.900 EUR (brut) 40.252 EUR (net)
BMW 730d NAVI/LED/H-UP/FERN-PARKEN/SOFTCLOSE/19-ZOLL,2017,195 kW (265 CP),Diesel,24368,automata,49.990 EUR (brut) 42.008 EUR (net)
BMW 530d Standh.AHK IntegAktivLenk.KomSitz ACC Park+,2018,195 kW (265 CP),Diesel,24397,automata,49.799 EUR (brut) 41.848 EUR (net)
BMW 530d Standh.AHK IntegAktivLenk.KomSitz ACC Park+,2018,195 kW (265 CP),Diesel,24397,automata,49.799 EUR (brut) 41.848 EUR (net)
BMW 740i/Massage/Laser/SurroundView/HeadUp/Parkassis,2018,240 kW (326 CP),Benzina,24400,automata,56.990 EUR (brut) 47.891 EUR (net)
BMW 740i S.View Massage Laser Leasing 499.- o.A.z.,2018,240 kW (326 CP),Benzina,24421,automata,58.850 EUR (brut) 49.454 EUR (net)
BMW 320dA-GT Luxury LED/NAVI/HAR-KAR/PANO/H-UP/19,2017,140 kW (190 CP),Diesel,24431,automata,29.990 EUR (brut) 25.202 EUR (net)
BMW 750i xDrive/Harmk/Parkas/SurrV/SoftC/HeadUp/Wlan,2018,330 kW (449 CP),Benzina,24456,automata,67.999 EUR (brut) 57.142 EUR (net)
BMW 750i/Massage/Glasd/HarmanKar/Standhzg/SoftClose,2018,330 kW (449 CP),Benzina,24479,automata,59.999 EUR (brut) 50.419 EUR (net)
"BMW 750Li xDrive Executive Lounge Seating,Sky Lounge",2018,330 kW (449 CP),Benzina,24481,automata,72.900 EUR (brut) 61.261 EUR (net)
BMW 530d Limousine Sport Line Komfsi SAG GSD AdapLED,2018,195 kW (265 CP),Diesel,24500,automata,46.836 EUR (brut) 39.358 EUR (net)
BMW 750i/Massage/LED/Standhzg/Parkassistent/HarmKard,2018,330 kW (449 CP),Benzina,24500,automata,59.999 EUR (brut) 50.419 EUR (net)
BMW 730d Limousine EURO6 Ferngesteuertes Parken Head,2016,195 kW (265 CP),Diesel,24535,automata,49.904 EUR (brut) 41.936 EUR (net)
"BMW 340i Lim. 19Zoll,tiefer, Performance!! Sport Lin",2018,240 kW (326 CP),Benzina,24540,automata,37.899 EUR (brut) 31.848 EUR (net)
BMW 530i Sport Line Aut. Leder Head-Up Navi LED PDC,2017,185 kW (252 CP),Benzina,24550,automata,40.690 EUR (brut) 34.193 EUR (net)
BMW 540i Navi Leder Glasdach Bluetooth PDC MP3 Schn.,2018,250 kW (340 CP),Benzina,24550,automata,55.563 EUR (brut) 46.692 EUR (net)
BMW 530d xDr.Sport Standh.AHK ACC Komf-Sitz+Bel.Park,2018,195 kW (265 CP),Diesel,24563,automata,48.888 EUR (brut) 41.082 EUR (net)
"BMW 750d xDrive SAG HUD Navi Laser 19"" WLAN RKamera",2017,294 kW (400 CP),Diesel,24598,automata,63.990 EUR (brut) 53.773 EUR (net)
BMW 530d M Sport Alu°Sport Line°SD°Leder-grNavi°bel-,2017,195 kW (265 CP),Diesel,24600,automata,41.900 EUR (brut) 35.210 EUR (net)
BMW 5 Series Sedan 530d xDrive Limousine,2018,195 kW (265 CP),Diesel,24600,automata,52.999 EUR (brut) 44.166 EUR (net)
"BMW 740Li SAG 19"" LM Navi HUD Laser Standhzg. TV",2018,240 kW (326 CP),Benzina,24600,automata,65.890 EUR (brut) 55.370 EUR (net)
BMW 750Li xDrive LED Soft-Close Head-up Laserlicht,2017,330 kW (449 CP),Benzina,24600,automata,69.900 EUR (brut) 58.740 EUR (net)
"BMW 740d xDrive Leasing 629,- ohne LSZ,Dr.Ass.Plus",2018,235 kW (320 CP),Diesel,24600,automata,66.950 EUR (brut) 56.261 EUR (net)
BMW 730d xDrive Sport-Aut. Pure Excell. HUD 20´´LM,2017,195 kW (265 CP),Diesel,24621,automata,58.950 EUR (brut) 49.538 EUR (net)
"BMW 740Li Sport-Aut. Fond-Ent. Sky-L. UPE:132.890,-",2018,240 kW (326 CP),Benzina,24636,automata,65.950 EUR (brut) 55.420 EUR (net)
BMW 750i xDrive/HarmK/SurrV/Parkas/HeadUp/SoftC/Wlan,2018,330 kW (449 CP),Benzina,24644,automata,67.999 EUR (brut) 57.142 EUR (net)
"BMW 750d xDrive Leasing 699,-o.LSZ,Dr.Ass.Plus,GSD",2018,294 kW (400 CP),Diesel,24655,automata,73.900 EUR (brut) 62.101 EUR (net)
BMW 530d M Sportpaket/Integral/R.Kamera/NP80.369‚¬,2018,195 kW (265 CP),Diesel,24657,automata,48.950 EUR (brut) 41.134 EUR (net)
BMW 740i S.View Massage Laser Leasing 499.- o.A.z.,2018,240 kW (326 CP),Benzina,24665,automata,58.850 EUR (brut) 49.454 EUR (net)
"BMW 740d xDrive,Head up,LED,Massage,Sourround view",2018,235 kW (320 CP),Diesel,24700,automata,57.400 EUR (brut) 48.235 EUR (net)
BMW 740Li GSD Standhzg Navi HUD TV Leder Klima,2017,240 kW (326 CP),Benzina,24700,automata,60.890 EUR (brut) 51.168 EUR (net)
BMW 730d/Laser/Gestik/Massag/HeadUp/SurrView/SoftClo,2018,195 kW (265 CP),Diesel,24700,automata,52.999 EUR (brut) 44.537 EUR (net)
BMW 750d xDrive/HarmK/Parkas/SurrV/SoftC/HeadUp/Wlan,2018,294 kW (400 CP),Diesel,24702,automata,68.999 EUR (brut) 57.982 EUR (net)
BMW 520d xDrive Limousine M Sportpaket EURO 6d-TEMP-,2018,140 kW (190 CP),Diesel,24714,automata,55.695 EUR (brut) 46.803 EUR (net)
BMW 530d xDr.Sport Standh.AHK ACC Komf-Sitz+Bel.Park,2018,195 kW (265 CP),Diesel,24745,automata,48.888 EUR (brut) 41.082 EUR (net)
BMW 540i Limousine M Sportpaket EURO 6d-TEMP-EVAP,2018,250 kW (340 CP),Benzina,24778,automata,59.695 EUR (brut) 50.164 EUR (net)
BMW 540i xD Sport Line SAG Navi HUD elGSD LED Sitzhz,2018,250 kW (340 CP),Benzina,24800,automata,52.690 EUR (brut) 44.277 EUR (net)
BMW 750d xDrive Autom GSD Standhzg LED Navi Sitzhzg,2017,294 kW (400 CP),Diesel,24800,automata,61.690 EUR (brut) 51.840 EUR (net)
"BMW 320i Sport Line Limousine 18""LM LED HiFi Alarm",2018,135 kW (184 CP),Benzina,24801,automata,28.990 EUR (brut) 24.361 EUR (net)
BMW 750Ld xDrive Laser HUD Fond-Ent. Standhzg el.GSD,2017,294 kW (400 CP),Diesel,24801,automata,74.990 EUR (brut) 63.017 EUR (net)
BMW 320d Sport Line Aut. Navi Business Klimaaut. PDC,2018,140 kW (190 CP),Diesel,24811,automata,26.900 EUR (brut) 22.605 EUR (net)
BMW 530i xDrive M Sportpaket EGSD HUD LED,2017,185 kW (252 CP),Benzina,24850,automata,44.790 EUR (brut) 37.639 EUR (net)
BMW 750d xDrive/HeadUp/SurrV/SoftC/Gestik/HarKa/WLan,2018,294 kW (400 CP),Diesel,24856,automata,68.999 EUR (brut) 57.982 EUR (net)
BMW 740Ld xDrive Fond Entertai/Panora/B&W/NP148.479‚¬,2018,235 kW (320 CP),Diesel,24859,automata,71.850 EUR (brut) 60.378 EUR (net)
BMW 530i xDrive Limousine M Sportpaket,2018,185 kW (252 CP),Benzina,24888,automata,53.995 EUR (brut) 45.374 EUR (net)
"BMW 730dA FernP,Laser,Gestik,SoftCl,Leas.o.Anz.549,-",2018,195 kW (265 CP),Diesel,24893,automata,62.450 EUR (brut) 52.479 EUR (net)
"BMW 740Li xDrive || Leasing ab 699,- EUR inkl. MwSt*",2018,240 kW (326 CP),Benzina,24899,automata,65.380 EUR (brut) 54.941 EUR (net)
BMW 740Li xDr. * Standhzg+4xKomf.sitze+Fond-Entert.,2018,240 kW (326 CP),Benzina,24900,automata,64.900 EUR (brut) 54.538 EUR (net)
BMW 730 730d PARKEN LASER MASSAGE SITZLÃœFTUNG,2018,195 kW (265 CP),Diesel,24900,automata,54.900 EUR (brut) 46.134 EUR (net)
BMW 740 Serie 7 xDrive,2018,235 kW (320 CP),Diesel,24900,automata,68.900 EUR (brut)
"BMW 750D XD AUTO; HARMAN/KARDON, SORROUND VIEW, NAVI",2017,294 kW (400 CP),Diesel,24900,automata,60.800 EUR (brut) 51.092 EUR (net)
BMW 750d xDrive Autom GSD Standhzg Navi HUD Sitzhzg,2017,294 kW (400 CP),Diesel,24901,automata,63.990 EUR (brut) 53.773 EUR (net)
BMW 328i Limousine*Navi-Prof.*Xenon*Sportsitze*1.Han,2012,180 kW (245 CP),Benzina,24921,automata,19.990 EUR (brut)
BMW 740d xDrive/SoftC/SurrV/Parkas/HeadUp/Gesti/Wlan,2018,235 kW (320 CP),Diesel,24923,automata,60.999 EUR (brut) 51.260 EUR (net)
BMW 540i Limousine Luxury Line HUD*LED*NAVI*AHK*HIFI,2018,250 kW (340 CP),Benzina,24950,automata,50.739 EUR (brut) 42.638 EUR (net)
BMW 520d xDrive Luxury Line 190PS Winterbereift -40%,2018,140 kW (190 CP),Diesel,24950,automata,48.399 EUR (brut) 40.671 EUR (net)
BMW 730d xDrive ENTERTAINM./HAR-KAR/TV/DAB/D-ASSIST+,2017,195 kW (265 CP),Diesel,24957,automata,59.990 EUR (brut) 50.412 EUR (net)
"BMW 740d xDrive Leas ab  619,- o.Anz. Laserlicht,HUD",2018,235 kW (320 CP),Diesel,24975,automata,66.950 EUR (brut) 56.261 EUR (net)
BMW 740i/Gestik/Massage/Laser/Glasd/HeadUp/SurrView,2018,240 kW (326 CP),Benzina,24979,automata,56.999 EUR (brut) 47.898 EUR (net)
BMW 340i xDrive Limousine Luxury Line Navi Prof. GSD,2018,240 kW (326 CP),Benzina,24985,automata,38.404 EUR (brut) 32.272 EUR (net)
BMW 730 d Surr View/Laser/Gestik/HeadUp/Massage,2018,195 kW (265 CP),Diesel,24990,automata,52.700 EUR (brut) 44.286 EUR (net)
BMW 320da luxury line,2018,140 kW (190 CP),Diesel,25000,automata,28.900 EUR (brut)
